username,tweet,location,followers_count
BR_NBA,"RJ Barrett has made $250K worth of donations to COVID-19 relief efforts in New York and Canada that include:

▪️ 200,000 meals
▪️ Face masks
▪️ Gowns
▪️ KN95 masks
▪️ Disposable face shields
▪️ Microporous disposable coveralls https://t.co/LcP6PaHDqr",NULL,808895
ABC7News,"Bennie G. Adkins, who received the Congressional Medal of Honor for his heroism during the Vietnam War, has died from complications from COVID-19.

He was 86.

https://t.co/hUaWqbbDxi","Washington, DC",163119
TomandSteffani,"What grade would you give trump for his response to the Covid-19 Coronavirus crisis? 
I'll start, "F" for complete FAILURE.",MI,52880
AspenInstitute,"Join @aspeninnovators and @Center4Native this Thursday at 1pmET to hear how local leaders are addressing coronavirus in Indian country. Sign up for the live conversation: https://t.co/dGb7L9Tepx #AspenHealthforAll","Aspen, CO and Washington, DC",105434
Local4News,"Gov. Whitmer points to hopeful signs in Michigan’s COVID-19 fight, says next 10 days are key https://t.co/CvXYgM3Wa2","Detroit, MI",411372
guardiannews,"‘This is beyond the Great Depression’: will comic books survive coronavirus? https://t.co/SDC8bCSlHq",NULL,3156766
KPIXtv,"#Coronavirus update: State works to bridge #digitaldivide to help #students during pandemic https://t.co/XQvei7tDym #COVID19 @CAgovernor @GavinNewsom","San Francisco Bay Area",96316
WGRZ,"Gabels Bar closed for violating New York State Pause order  https://t.co/68HcNz0Fec","Buffalo, NY",189628
wbaltv11,"Sykesville distillery making hand sanitizer out of stale beer https://t.co/HNYBt9PJHf","Baltimore, MD",268751
DispatchAlerts,"Coronavirus is a plot to threaten Trump re-election, Ohio business owner testifies https://t.co/kG3LeB4Ces","Columbus, Ohio USA",189131
FOX10Phoenix,"#NEW: Facebook launches interactive map that shows how many people have reported experiencing COVID-19 symptoms by county. https://t.co/9naXuuQO6d https://t.co/Rs6DdYrQaD","Phoenix, AZ",308153
ZENINEWS,"CONSERVATIVE UK DAILY MAIL reports: Auxiliary nurse, 84, and hospital support worker, 78, die of Covid-19  https://t.co/iwF3W8OUsB","United States",107323
AP_Sports,"Arsenal manager Mikel Arteta and his players have agreed to reduce pay by 12.5% for the next year to help their club deal with the financial impact of the coronavirus.

by @robharris 
 https://t.co/tkfIFH60LV",NULL,133669
DataScienceCtrl,"Understanding Covid-19 Statistics (in plain English) https://t.co/l3Gx2NZn3v","Los Angeles, CA",165481
ajc,"WATCH LIVE: Gov. Brian Kemp is holding a press conference to discuss updates on the #coronavirus pandemic in Georgia: https://t.co/yfcreck3MY https://t.co/9vYOljix7t","Atlanta, GA",1049322
mercnews,"Coronavirus fallout: California loses 11,600 construction jobs in early March https://t.co/3sn1P4YAwf","Silicon Valley, CA",245030
HoustonChron,"Coronavirus forces 7-on-7 tournament cancellation https://t.co/vTh1HzFjoU","Houston, TX",637779
BBCLookNorth,""I love her more than anything on this world." 

The family of Leeds nurse Josiane Ekoli, who died after contracting coronavirus, say she "risked her life for everyone else".

Read more: https://t.co/ARsTJlndL7 https://t.co/dIK63Mjuwa",Yorkshire,339381
jonostrower,"Shake Shack to Return $10 Million Coronavirus Stimulus Loan https://t.co/CyOLO0fNCR (via @wsj)",Seattle,84554
watsupafrica,"#Nigeria: Lagos State COVID-19 Update 20/04.2020 https://t.co/nXtK4p0Gka",Africa.,54881
CBS6Albany,"While New York State remains on pause, some golf courses are hitting play. #COVID19 

https://t.co/1xv7cNA7qv","Albany, New York",100915
MorningstarInc,"While the world’s battle with coronavirus continues, another threat persists: climate change. Read about why asset managers' climate stewardship matters more than ever. https://t.co/N6KzeJCLpJ",Worldwide,96360
FMICNigeria,"170 people have recovered from COVID-19 in Nigeria and have been discharged and that leaves 436 persons who are currently recovering from COVID-19.","FCT, Abuja",187335
EastBayTimes,"Coronavirus fallout: California loses 11,600 construction jobs in early March https://t.co/2VZaQmGRbF https://t.co/OTvboZpz4E","East Bay",65321
frankrichny,"When are we getting a readout of the Federal aid given to #TrumpOrganization &amp; other Trump family &amp; cabinet businesses? https://t.co/9950QUO8zB",NYC,118235
KMOV,"Coronavirus Latest: Missouri, Illinois announce more COVID-19 cases https://t.co/f0ZXESi8bo #KMOV https://t.co/OQp9xVpmlR","St. Louis, MO",125921
trafficbutter,""E nwere ozi eweputara otu anyi ye si ne chedo onwe anyi maka oria coronavirus" Actress, @chiomakpotha, shares an important message on preventing #COVID19 in Igbo language Watch, download &amp; share with loved ones! We are grateful to @UNDP for… https://t.co/SbqD6jhqnP VIA @NCDCgov",Nigeria,313622
SkyNews,"In investigation launched after hedgehogs found 'burned alive' in 'deliberate' attack during #coronavirus lockdown https://t.co/y65XVyjrDs","London, UK",5943028
HawaiiDelilah,"Stupidity kills. 

KENTUCKY REPORTS HIGHEST CORONAVIRUS INFECTION INCREASE AFTER A WEEK OF PROTESTS TO REOPEN STATE

https://t.co/OIFjiT0LTD","High likelihood of a beach",50619
MrMichaelLee,"76ers partner Michael Rubin called Meek Mill with an idea for athletes to help feed the hungry during the COVID-19 pandemic. He hung up with Mill's Phantom &amp; incentive to create the ambitious #ALLINCHALLENGE &amp; provide hope for a post-coronavirus existence
https://t.co/XM60KWOeMS",Philadelphia,67437
NigeriainfoFM,"If you are one those at the frontline of the battle against Coronavirus and have had the feeling of neglect from the government, then it is time cheer up. 

https://t.co/40UFSagbAQ",Lagos,1027965
sniffydogs,"She had meningitis.    5-year-old with rare complication becomes first Michigan child to die of COVID-19 https://t.co/ZuPh7nmxAt","Near Lake Michigan",72360
goairlinesindia,"@haridasvishnu Hi, In light of the ongoing COVID-19 outbreak, we are AUTOMATICALLY preserving the value of your fare for a future booking within 1 year on ANY GoAir sector. You can rebook online using your PNR under the "Manage Booking" option at https://t.co/It6A1JVDPu or our app.","Mumbai, India",125721
ladailynews,"Coronavirus fallout: California loses 11,600 construction jobs in early March https://t.co/07QTD2tnbL https://t.co/Tf3qeixEkD","Woodland Hills, Calif.",53301
modbee,"Sorry, beer fans — the coronavirus pandemic could make your drinks flat. Here’s why https://t.co/RR37sEnLfw","Modesto, CA",65141
thehill,"GOP senator says "millions of dollars are being wasted" in coronavirus small business fund https://t.co/QtjgTWp9cr https://t.co/dTa0F87BoA","Washington, DC",3729101
modbee,"Sisters die 102 years apart — one from the Spanish flu, the other from coronavirus https://t.co/AtArPa1oC9","Modesto, CA",65141
FresnoBee,"Sisters die 102 years apart — one from the Spanish flu, the other from coronavirus https://t.co/rwWB5t7TuP","Fresno, California",92522
mayawiley,"I hope protesters, thanking front line workers for their efforts, pay attention to the price teachers and their aides have paid for educating our children in #NYC. Now is not the time to endanger more lives. Please #StayHome. #coronavirus",NULL,296720
BristolLive,"The majority of reports to police are now about breaches of the coronavirus lockdown
https://t.co/ZwON4NlPbz","Bristol, UK",139367
SputnikInt,"'Wash your hands': Muslim prophet's advice on dealing with disease emerges in the US amid COVID-19 crisis

https://t.co/9qxiW7xKpl",NULL,320770
CNNnewsroom,""Everyone's kicking the can down the line. The White House is saying, 'Well, let the governors work this out.' The governors are going to say, 'Let the mayors work it out'... We've got to get someone to take ownership."

Dr. Peter Hotez on coronavirus testing and contact tracing. https://t.co/In0xFip1QA","New York, NY",432803
bsindia,"Oil collapsed to -$37 per barrel at close as Covid-19 evaporated demand 

#COVID19
#OilPrices

https://t.co/Sz2XMq89aa",India,1904331
CBCCalgary,"'Temporarily closed': Calgary storefronts in the time of COVID-19 https://t.co/r9RtpDz4WG","Calgary, Alberta",186144
TheTorontoSun,"Idris Elba and wife launches UN's $40M COVID-19 fund to help poor nations https://t.co/7j3BKJ94Lk https://t.co/PhjzM3nHqp","365 Bloor St. E., Toronto, ON",315163
B52Malmet,"Sean Penn is doing more for #coronavirus testing than Mike Pence or his bullshitter boss. I don’t want this to get loss in the news maw. https://t.co/5bZ0M9bKXb","New York, NY",174323
MorningEdition,"Data on race and COVID-19 won't be released until early May, White House officials say. https://t.co/GdiMQc9GnN","Washington, DC",255216
bbcmtd,"Coronavirus: Jaguar Land Rover furloughs half of workforce https://t.co/rRLdQDMo59","Birmingham, West Midlands",361911
animag,"COVID-19 Chronicles: Locksmith Animation Zooms with Creative Touch | Animation Magazine
https://t.co/tHV5fGIkzd","Calabasas, CA",58858
sacbee_news,"Sorry, beer fans — the coronavirus pandemic could make your drinks flat. Here’s why https://t.co/1A6wG8TaCO","Sacramento, CA",222096
sacbee_news,"Sisters die 102 years apart — one from the Spanish flu, the other from coronavirus https://t.co/dRNinvWFt5","Sacramento, CA",222096
RitaWilson,"I'll be joining @WhenWeAllVote's #CouchParty 2.0 with fellow co-chair @MichelleObama to help register voters during this unprecedented time. Join me and @TomHanks on the action call at 7:15 PM ET before we get the party started! RSVP here: https://t.co/e7BrltFpoQ https://t.co/IK9qDJdMA9",NULL,472037
kfvsnews,"LIVE: Mo. Gov. Parson's daily COVID-19 briefing&gt;&gt;&gt; https://t.co/rsX5lKHuni","Cape Girardeau, Missouri",50401
nadanovonofront,"“There were 4443 fatalities in these countries due to COVID-19 by March 19, 2020. 83% of all fatalities (3701 cases) occurred in regions where the maximum NO2 concentration was above 100 μmol/m2...”","Santo André, Brasil",84730
IndianExpress,"Thousands of migrant workers, the poor and the homeless are facing a tough time in the national capital amid the Covid-19 lockdown. https://t.co/zO1fkzLVsb",India,3465394
WFMY,"There have been at least 8,426 deaths linked to coronavirus outbreaks in nursing homes and long-term care facilities nationwide, an AP analysis found. https://t.co/wzIs10JObK","Greensboro, North Carolina",133831
FOX13Memphis,"LIVE UPDATES: Coronavirus in the Mid-South: MS reopening some businesses for “soft sales” https://t.co/ViYV8W1OdZ","Memphis, TN",142717
Daily_Press,"Monday marks the third straight day when the number of new cases has declined — from 602 on Friday to 453. 

But Northam said the clock wouldn’t start on the downward trend until Virginia hits its peak, which he said will likely be at the end of the week.
https://t.co/712qcgJXIE","Newport News, Virginia",61455
TrevorBZungu,"Oil Prices have dropped below ZERO for the first time in HISTORY! This Covid-19 ize nemihlola!","Johannesburg, South Africa",77210
wzzm13,"Feds to track, publicly share info on nursing home COVID-19 outbreaks https://t.co/usyy1mtD83","Grand Rapids, Michigan",88874
ZENINEWS,"CONSERVATIVE UK DAILY MAIL reports: UK has one of the lowest coronavirus testing rates in Europe  https://t.co/R454K9xVyo","United States",107323
adventuregirl,"@HKrassenstein @Socratic1 Did you see this? https://t.co/GgF37zgTLC","Sharing Life's Adventures!",1192110
gathara,"BTW, @TrevorOmbija should ask him about the arrangements for social distancing for displaced people and how they are to be protected from #coronavirus at this desperate time. People are also being flooded out in Nairobi slums. What arrangements for them? #townhall",Nairobi,127813
BlockClubCHI,"Coronavirus patients are occupying 40% of ICU hospital beds in Illinois: "You have saved thousands of lives" https://t.co/di1UQWMuzj https://t.co/w5LvldYwjN","Chicago, Illinois",115299
SenatorSinema,"While everyday Arizonans do their part, making hard choices to overcome this crisis, the federal government must do the same. https://t.co/g38Bd3W8nx",NULL,118422
kyrstensinema,"While everyday Arizonans do their part, making hard choices to overcome this crisis, the federal government must do the same. https://t.co/kIPZwtwGrO",Phoenix,141970
Powerfm987,"Alex grocery store closed after two staff test positive for Covid-19  https://t.co/FGS9f024qf. https://t.co/Ei07dKCOwY",Houghton,332027
CBCAlerts,"Watch live as B.C. premier announces support for rural and remote Indigenous communities amid COVID-19 pandemic. https://t.co/kzkOdUzSXC",Toronto,1286421
PremiumTimesng,"Coronavirus compels Nigerian musicians to rethink fan engagement, income sources via 24liveblog https://t.co/dDPzFOGJsV","Abuja, Nigeria",1311487
NavyTimes,"Here are the new exemptions to the military’s coronavirus travel ban https://t.co/1bwS0pGwGm https://t.co/vgDre9K7z8",NULL,111837
ToddJCefaratti,"@NicoleCritesTV Almost have the deaths of Corona are from one city (NYC) and they are inflating their numbers to hurt the president.

Most states death rate is about 5 per 100,000 and NYC is reporting their death rate at 94 per 100,000. 

How is this possible?

https://t.co/lxSgUmhWPy","Gilbert, Arizona",68670
CTVAtlantic,"Amid the COVID-19 pandemic, CTV News is making our live local newscasts open to watch without a login on https://t.co/UwZUpyBOub. Watch CTV News at Five LIVE NOW here:  https://t.co/dIkPTbCRVw","Maritime Provinces, Canada",143218
DaltonRoad,"The coronavirus pandemic could take the bubbles out of soda and beer https://t.co/xknzxYoULR https://t.co/7eoOL8p7KI",USA,64203
Eugene_Scott,"“Grocery workers are risking their safety, often for poverty-level wages, so the rest of us can shelter in place,” said John Logan, director of labor and employment studies at San Francisco State University. https://t.co/Cc3Fd3uIqL",DC,65489
